"sourceIso","destinationIso","year","originalContributionMillionUSD","nContributions","occurrences","deathsEM","normalizedDamageEM","govtRecipientSum","sourceGDPperCapita","sourceExportDepend","dyadID","destinationGDPperCapita","damageQuant","destinationImportDepend","institutionalAffinity","politicalAffinity","politicalAffinityQuant","politicalAffinity_2","politicalAffinity_3","normalizedDamageEMLogged","normalizedDamageEMCubedRoot","originalContributionMillionUSDLogged","binContribution","binDisaster","pctGovtContributions"
"AUS","AGO",2000,0,0,5,0.059,0.010953389,0,21.66941091,0,"AGOAUS",0.555296942,3,0,-13,-1.3505178,3,1.82389832811684,-2.46320715751203,-4.51410637197431,0.222083437240472,-25.3284360229345,0,1,NA
"AUS","ARG",2000,0,0,8,0.037,0.010555798,0,21.66941091,0,"ARGAUS",7.669273916,3,0,-2,-0.5968303,3,0.35620640699809,-0.212594776750592,-4.55107999561319,0.219363158290791,-25.3284360229345,0,1,NA
"AUS","ARM",2000,0,0,1,0,0.523131936,0,21.66941091,0,"ARMAUS",0.622742748,3,0,-5,-0.6610243,3,0.43695312519049,-0.288836633711856,-0.647921579025817,0.80575636432607,-25.3284360229345,0,1,NA
"AUS","AUT",2000,0,0,2,0.013,0.001018216,0,21.66941091,0,"AUSAUT",24.56445829,3,0,0,-0.133203,3,0.017743039209,-0.00236342605175643,-6.8897031927933,0.10060354994607,-25.3284360229345,0,1,NA
"AUS","AZE",2000,0,0,3,0.042,0.208625045,0,21.66941091,0,"AUSAZE",0.655097433,3,0,-17,-0.863207283,3,0.745126813424242,-0.643198892106388,-1.56721668125421,0.593092111646551,-25.3284360229345,0,1,NA
"AUS","BDI",2000,0,0,1,0,0,0,21.66941091,0,"AUSBDI",0.135998446,1,0,-11,-1.5198812,2,2.31003886211344,-3.51098463779561,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","BGD",2000,0,0,12,0.191,0.093685964,0,21.66941091,0,"AUSBGD",0.405603307,3,0,-4,-1.7293922,2,2.99079738142084,-5.17226166320962,-2.36780689807693,0.454176692529939,-25.3284360229345,0,1,NA
"AUS","BGR",2000,0,0,4,0.014,0.013423994,0,21.66941091,0,"AUSBGR",1.609882452,3,0,-2,-0.151696,3,0.023011676416,-0.00349077926560154,-4.31071157547312,0.237662457269969,-25.3284360229345,0,1,NA
"AUS","BLR",2000,0,0,1,0,0.023789229,0,21.66941091,0,"AUSBLR",1.276288034,3,0,-17,-1.3073742,3,1.70922729882564,-2.23459967242033,-3.73852236334711,0.287603028984472,-25.3284360229345,0,1,NA
"AUS","BOL",2000,0,0,4,0.036,0,0,21.66941091,0,"AUSBOL",1.007002869,1,0,-1,-1.0724914,3,1.15023780307396,-1.23362015175172,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","BRA",2000,0,0,6,0.115,0.001144303,0,21.66941091,0,"AUSBRA",3.739116139,3,0,-2,-0.91083111,3,0.829613310943832,-0.755637612877746,-6.77295955221498,0.104595663412251,-25.3284360229345,0,1,NA
"AUS","BTN",2000,0,0,1,0.2,0,0,21.66941091,0,"AUSBTN",0.765863236,1,0,-20,-1.7407988,2,3.03038046208144,-5.27528267193482,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","BWA",2000,0,0,1,0.003,0.008638071,0,21.66941091,0,"AUSBWA",3.349068823,3,0,-2,-1.466802,2,2.151508107204,-3.15583639466304,-4.75157598382449,0.205181841429382,-25.3284360229345,0,1,NA
"AUS","CAN",2000,0,0,1,0.011,0.000175133,0,21.66941091,0,"AUSCAN",24.12416917,3,0,0,-0.22217,3,0.0493595089,-0.010966202092313,-8.64996481559506,0.0559486135757693,-25.3284360229345,0,1,NA
"AUS","CHL",2000,0,0,3,0.016,0.005137365,0,21.66941091,0,"AUSCHL",5.101368479,3,0,-1,-0.96242753,3,0.926266750501901,-0.891464620806671,-5.27121497493078,0.17254940823717,-25.3284360229345,0,1,NA
"AUS","CHN",2000,0,0,29,0.678,0.012310109,0,21.66941091,0,"AUSCHN",0.959372484,3,0,-17,-1.6293465,2,2.65477001706225,-4.32554023560532,-4.39733448342287,0.230898245446044,-25.3284360229345,0,1,NA
"AUS","CMR",2000,0,0,1,0.003,0,0,21.66941091,0,"AUSCMR",0.660192697,1,0,-14,-1.5919146,2,2.53419209369316,-4.03421739315471,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","COL",2000,0,0,4,0.115,0,0,21.66941091,0,"AUSCOL",2.472197831,1,0,-3,-1.2404297,3,1.53866584064209,-1.90860680710792,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","CRI",2000,0,0,1,0.007,0,0,21.66941091,0,"AUSCRI",3.808363689,1,0,0,-1.0257417,3,1.05214603511889,-1.07923006271111,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","CUB",2000,0,0,2,0.002,0,0,21.66941091,0,"AUSCUB",2.741110542,1,0,-17,-2.312697,2,5.348567413809,-12.3696158122138,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","CYP",2000,0,0,3,0.005,0,0,21.66941091,0,"AUSCYP",14.67288206,1,0,0,-0.3394987,3,0.11525936730169,-0.0391304053617463,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","CZE",2000,0,0,1,0,0.013013576,0,21.66941091,0,"AUSCZE",6.01161522,3,0,0,-0.257754,3,0.066437124516,-0.0171244345924971,-4.34176215796981,0.23521529085959,-25.3284360229345,0,1,NA
"AUS","DZA",2000,0,0,5,0.048,0,0,21.66941091,0,"AUSDZA",1.757017797,1,0,-13,-1.947452,2,3.792569292304,-7.38584665343601,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","ECU",2000,0,0,3,0.078,0,0,21.66941091,0,"AUSECU",1.451290776,1,0,-4,-1.2617099,3,1.59191187175801,-2.00853096852461,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","EGY",2000,0,0,1,0.003,0,0,21.66941091,0,"AUSEGY",1.428183004,1,0,-16,-2.008593,2,4.034445839649,-8.1035596723981,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","ESP",2000,0,0,5,0.038,0.001259651,0,21.66941091,0,"AUSESP",14.67670609,3,0,0,-0.15915,3,0.0253287225,-0.004031066185875,-6.67692057257422,0.10799825671626,-25.3284360229345,0,1,NA
"AUS","ETH",2000,0,0,4,0.073,0,0,21.66941091,0,"AUSETH",0.123876206,1,0,-9,-1.3121292,3,1.72168303749264,-2.25907058663879,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","FJI",2000,0,0,1,0.004,0,0,21.66941091,0.005845827,"AUSFJI",2.076013308,1,0.487091,-5,-1.1585107,3,1.34214704201449,-1.55489170914714,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","FRA",2000,0,0,7,0.011,0,0,21.66941091,0,"AUSFRA",22.36402939,1,0,-1,-0.590725,3,0.348956025625,-0.206137048237328,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","GBR",2000,0,0,6,0.016,0.045358741,0,21.66941091,0,"AUSGBR",27.98235576,3,0,0,-0.825109,3,0.680804861881,-0.56173821878177,-3.0931523754593,0.356632017577174,-25.3284360229345,0,1,NA
"AUS","GEO",2000,0,0,1,0,0.654139143,0,21.66941091,0,"AUSGEO",0.69199771,3,0,-5,-0.0533293,3,0.00284401423849,-0.000151669288528705,-0.424435193258453,0.868073927725483,-25.3284360229345,0,1,NA
"AUS","GIN",2000,0,0,1,0.004,0,0,21.66941091,0,"AUSGIN",0.340051692,1,0,-11,-1.5170908,2,2.30156449544464,-3.49168232164571,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","GRC",2000,0,0,6,0.037,0.000230532,0,21.66941091,0,"AUSGRC",12.04295373,3,0,0,-0.202445,3,0.040983978025,-0.00829700143127113,-8.37512083315204,0.0613164598616045,-25.3284360229345,0,1,NA
"AUS","GTM",2000,0,0,3,0.036,0,0,21.66941091,0,"AUSGTM",1.65558773,1,0,-2,-0.876036514,3,0.767439973861272,-0.67230543940568,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","HND",2000,0,0,2,0,0,0,21.66941091,0,"AUSHND",1.088779869,1,0,-3,-1.204652,3,1.451186441104,-1.74817464864882,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","HRV",2000,0,0,3,0.041,0.118373638,0,21.66941091,0,"AUSHRV",4.919628069,3,0,-2,-0.1138826,3,0.01296924658276,-0.00147697152088582,-2.13390923326542,0.491003964057521,-25.3284360229345,0,1,NA
"AUS","HTI",2000,0,0,2,0.016,0,0,21.66941091,0,"AUSHTI",0.462481438,1,0,-12,-1.3112655,3,1.71941721149025,-2.25461246953337,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","HUN",2000,0,0,1,0.001,0.011650204,0,21.66941091,0,"AUSHUN",4.633312923,3,0,0,-0.3535,3,0.12496225,-0.044174155375,-4.45243158753577,0.22669634079016,-25.3284360229345,0,1,NA
"AUS","IDN",2000,0,4,13,0.539,0.014579963,2,21.66941091,0,"AUSIDN",0.780092074,3,0,-4,-1.893763,2,3.586338300169,-6.79167477834295,-4.22810708944188,0.244297378840174,-25.3284360229345,0,1,0.5
"AUS","IND",2000,1.21212,2,14,2.575,0.032359834,0,21.66941091,0,"AUSIND",0.43886463,3,0,-1,-1.6093298,2,2.58994240516804,-4.1680714929206,-3.43083731628584,0.318665779415101,0.192370892655206,1,1,0
"AUS","IRL",2000,0,0,1,0.001,0.010014514,0,21.66941091,0,"AUSIRL",26.24151449,3,0,0,-0.0491401,3,0.00241474942801,-0.000118661028367354,-4.60371983725247,0.21554765016689,-25.3284360229345,0,1,NA
"AUS","IRN",2000,0,0,6,0.014,0.000547485,0,21.66941091,0,"AUSIRN",1.657169748,3,0,-7,-2.417244,2,5.843068555536,-14.1241224074581,-7.51017547564386,0.0818070517968985,-25.3284360229345,0,1,NA
"AUS","ISR",2000,0,0,2,0.003,0.000207709,0,21.66941091,0,"AUSISR",21.0429816,3,0,-4,-1.337057,3,1.787721421249,-2.39028544033092,-8.47937244814827,0.0592222774995791,-25.3284360229345,0,1,NA
"AUS","ITA",2000,0,0,4,0.046,0.070505185,0,21.66941091,0,"AUSITA",20.05124215,3,0,0,-0.206923,3,0.042817127929,-0.00885984856245247,-2.65206902562717,0.413117588515787,-25.3284360229345,0,1,NA
"AUS","JAM",2000,0,0,1,0,0.006719395,0,21.66941091,0,"AUSJAM",3.381939321,3,0,-1,-1.2484561,3,1.55864263362721,-1.94589690367196,-5.00275715677368,0.188702095937826,-25.3284360229345,0,1,NA
"AUS","JOR",2000,0,0,3,0.009,0,0,21.66941091,0,"AUSJOR",1.657889256,1,0,-12,-1.891461,2,3.577624714521,-6.76693762015261,-25.3284360229345,0,-25.3284360229345,0,1,NA
"AUS","JPN",2000,0,0,8,0.032,0.020439814,0,21.66941091,0,"AUSJPN",38.53204088,3,0,0,-0.1880945,3,0.03537954093025,-0.00665469706150491,-3.8902706130031,0.273417083530317,-25.3284360229345,0,1,NA
